1.967905257159680010e-01,1.115637375605603998e-01
1.981941111641969677e-01,1.130413569263038764e-01
2.000908807348772134e-01,1.128491897195155330e-01
1.996597683614977081e-01,1.146069285492635065e-01
2.031053391151214360e-01,1.113508408497153740e-01
2.221958191872892285e-01,1.120779737241064111e-01
2.088216558528601940e-01,1.037217063008296775e-01
2.010639417474891777e-01,1.012399019116056315e-01
2.010639417474892610e-01,1.012399019116056037e-01
1.941360734101332808e-01,1.046025618482165770e-01
1.923675288609985601e-01,1.026499123519660356e-01
1.863654921620382654e-01,1.008498709818735767e-01
1.908307190821015020e-01,1.022732737492092481e-01
1.802057316925080310e-01,1.011289413296341533e-01
1.785818152464206943e-01,1.019142614710551037e-01
1.835635719561217183e-01,1.059764223948900935e-01
1.785273165810095097e-01,9.969730859044695359e-02
1.821748183668226440e-01,1.022837044243258969e-01
1.802442641198981343e-01,1.040291547561442709e-01
1.818849190585221931e-01,1.016563104819972474e-01
1.699468418575232898e-01,1.015872315577948104e-01
1.700612647572927738e-01,1.015688824400561296e-01
1.745506465786058059e-01,1.027625344737884971e-01
1.723125887835898207e-01,1.014517479921480392e-01
1.661400523023320308e-01,1.021762191192777253e-01
1.702921699110006570e-01,1.072159865047773442e-01
1.737437420283566014e-01,1.109223678410212188e-01
1.804873686685883050e-01,1.130570163487235186e-01
1.795582190533396849e-01,1.118184487153705275e-01
1.842930240016267540e-01,1.146673325918658726e-01
1.845682218409709641e-01,1.139285413194781327e-01
1.771560856565699837e-01,1.117473398812904445e-01
1.895822544177008517e-01,1.148829654992668814e-01
1.796231665982711001e-01,1.123397264032548470e-01
1.551155211574736237e-01,1.111023153377418138e-01
1.614702637664439666e-01,1.140514132651182788e-01
1.893338438697010073e-01,1.151644047938723825e-01
1.904952179475745688e-01,1.209860664767267169e-01
1.621930062288125807e-01,1.196126181232862878e-01
1.592010134849879410e-01,1.189686206183351858e-01
1.598951038482045450e-01,1.196314869165545913e-01
1.584217156248685088e-01,1.169487901937850266e-01
1.504042729661249078e-01,1.175403711872833185e-01
1.540245948298970269e-01,1.187239243519618848e-01
1.520873500906736731e-01,1.161967551476509181e-01
1.481825096134938013e-01,1.215545445090495807e-01
1.465600643440726492e-01,1.205459097312779060e-01
1.443585519947040430e-01,1.198842857857578548e-01
1.456297967849622954e-01,1.173100272057526067e-01
1.454384176960046848e-01,1.162267131717983903e-01
1.461943430663078802e-01,1.151328579626326731e-01
